Raion_Name,LPA_Name,Cuatm,Population (2024 Census),Percentage change 2024-2014,Pop_2024,In-Scope,In Cluster,Cluster Source,Auto_Status,Manual_Status,Manual_Source,Final_Status,Final_Source
Florești,Mărculești,4541,1. < 1500,-32.01%,514,TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/anunt-privind-initierea-elaborarii-proiectului-de-decizie-privind-amalgamarea-voluntara/17798,3. Draft Consultation,https://particip.gov.md/ro/document/stages/anunt-privind-initierea-elaborarii-proiectului-de-decizie-privind-amalgamarea-voluntara/17798
Florești,Napadova,1929,1. < 1500,-37.28%,562,TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-modificarea-şi-completarea-deciziei-consiliului-sătesc-năpadova-nr-31-din-27032026-cu-privire-la-acceptarea-propunerii-de-iniţiere-a-procesului-de-amalgamare-voluntară-2264525.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-modificarea-şi-completarea-deciziei-consiliului-sătesc-năpadova-nr-31-din-27032026-cu-privire-la-acceptarea-propunerii-de-iniţiere-a-procesului-de-amalgamare-voluntară-2264525.html
Florești,Nicolaevca,4542,1. < 1500,-35.97%,591,TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-cu-privire-la-amalgamarea-voluntara-a-unitatilor-administrativ-teritorialesatul-casuncac/17666,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-cu-privire-la-amalgamarea-voluntara-a-unitatilor-administrativ-teritorialesatul-casuncac/17666
Florești,Orașul Ghindești,4502,1. < 1500,-24.14%,"1,251",TRUE,Florești/Șoldănești-01,https://radiochisinau.md/cinci-localitati-din-floresti-si-soldanesti-au-decis-sa-se-uneasca-intro-singura-primarie-circa-26-de-milioane-de-lei-oferite-de-guvern-pentru-dezvoltare---226071.html,5. Adopted,5. Adopted,,5. Adopted,https://radiochisinau.md/cinci-localitati-din-floresti-si-soldanesti-au-decis-sa-se-uneasca-intro-singura-primarie-circa-26-de-milioane-de-lei-oferite-de-guvern-pentru-dezvoltare---226071.html
Florești,Orașul Mărculești,4503,1. < 1500,-24.86%,"1,049",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C5%A3ierea-procesului-de-amalgamare-voluntar%C4%83-2190714.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C5%A3ierea-procesului-de-amalgamare-voluntar%C4%83-2190714.html
Florești,Prajila,4544,2. 1.5K - 3K,-24.94%,"1,932",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C8%9Bierea-procesului-de-amalgamare-voluntar%C4%83-2209140.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C8%9Bierea-procesului-de-amalgamare-voluntar%C4%83-2209140.html
Florești,Prodănești,4548,1. < 1500,-35.96%,"1,154",TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-comuna-prodănești-comuna-Ștefănești-și-satul-ordășei-2303341.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-comuna-prodănești-comuna-Ștefănești-și-satul-ordășei-2303341.html
Florești,Putinești,4550,1. < 1500,-24.41%,"1,220",TRUE,Florești-09,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-09.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-gura-c%C4%83inarului-comuna-sevirova-%C8%99i-satul-putine%C8%99ti-raionul-flore%C8%99ti-2304782.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-09.txt
Florești,Rădulenii Vechi,4551,1. < 1500,-41.67%,742,TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-desemnarea-persoanei-responsabile-de-gestionarea-platformei-participgovmd-şi-coordonarea-procesului-de-amalgamare-voluntară-2277540.html,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-desemnarea-persoanei-responsabile-de-gestionarea-platformei-participgovmd-şi-coordonarea-procesului-de-amalgamare-voluntară-2277540.html
Florești,Roșietici,4552,1. < 1500,-35.13%,"1,418",TRUE,Florești/Șoldănești-01,https://radiochisinau.md/cinci-localitati-din-floresti-si-soldanesti-au-decis-sa-se-uneasca-intro-singura-primarie-circa-26-de-milioane-de-lei-oferite-de-guvern-pentru-dezvoltare---226071.html,5. Adopted,5. Adopted,,5. Adopted,https://radiochisinau.md/cinci-localitati-din-floresti-si-soldanesti-au-decis-sa-se-uneasca-intro-singura-primarie-circa-26-de-milioane-de-lei-oferite-de-guvern-pentru-dezvoltare---226071.html
Florești,Sănătăuca,1939,2. 1.5K - 3K,-29.22%,"1,623",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-acceptarea-propunerii-de-ini%C8%9Biere-a-procesului-de-amalgamare-voluntar%C4%83-2213559.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-acceptarea-propunerii-de-ini%C8%9Biere-a-procesului-de-amalgamare-voluntar%C4%83-2213559.html
Florești,Sevirova,4555,1. < 1500,-35.62%,768,TRUE,Florești-09,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-09.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-gura-c%C4%83inarului-comuna-sevirova-%C8%99i-sat-putine%C8%99ti-raionul-flore%C8%99ti-2307493.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-09.txt
Florești,Ștefănești,4557,1. < 1500,-40.21%,"1,396",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-uat-stefanesti-uat-prodanesti-si-uat-ordasei/17226,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-uat-stefanesti-uat-prodanesti-si-uat-ordasei/17226
Florești,Temeleuți,1942,1. < 1500,-33.92%,709,TRUE,Florești-06,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-06.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-uat-satul-vertiujeni-satul-temeleu%C8%9Bi-satul-t%C3%AErgul-vertiujeni-satul-z%C4%83luceni-2309236.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-06.txt
Florești,Tîrgul Vertiujeni,1943,1. < 1500,-33.29%,487,TRUE,Florești-06,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-06.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-uat-satul-t%C3%AErgul-vertiujeni-satul-temeleu%C5%A3i-satul-vertiujeni-%C8%99i-satul-z%C4%83luceni-2307487.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-06.txt
Florești,Trifănești,4559,1. < 1500,-38.44%,727,TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C5%A3ierea-procesului-de-amalgamare-voluntar%C4%83-2300772.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C5%A3ierea-procesului-de-amalgamare-voluntar%C4%83-2300772.html
Florești,Vărvăreuca,4561,2. 1.5K - 3K,-33.46%,"1,903",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-orasului-floresti-comunei-varvareuca-satului/17073,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-orasului-floresti-comunei-varvareuca-satului/17073
Florești,Văscăuţi,1946,1. < 1500,-49.19%,503,TRUE,Florești-04,https://www.facebook.com/CuhurestiiDeSus/posts/pfbid0jHo5Fe8tzUw5u1tScVTstrtgBTRLTQqFdvYyAL3k2haA6DnDxXFPh3YfWtWaUL1el,5. Adopted,5. Adopted,https://www.facebook.com/CuhurestiiDeSus/posts/pfbid0jHo5Fe8tzUw5u1tScVTstrtgBTRLTQqFdvYyAL3k2haA6DnDxXFPh3YfWtWaUL1el,5. Adopted,https://www.facebook.com/CuhurestiiDeSus/posts/pfbid0jHo5Fe8tzUw5u1tScVTstrtgBTRLTQqFdvYyAL3k2haA6DnDxXFPh3YfWtWaUL1el
Florești,Vertiujeni,1949,1. < 1500,-20.32%,"1,314",TRUE,Florești-06,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-06.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C5%A3ilor-administrativ-teritorial%C4%83-satul-vertiujeni-satul-temeleu%C5%A3isatul-t%C3%AErgul-vertiujeni-%C5%9Fi-satul-z%C4%83luceni-2306893.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-06.txt
Florești,Zăluceni,1950,1. < 1500,-31.08%,530,TRUE,Florești-06,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-06.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-satul-z%C4%83luceni-satul-vertiujeni-satul-t%C3%AErgul-vertiujeni-%C8%99i-satul-temeleu%C8%9Bi-din-raionul-flore%C8%99ti-2306708.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Floresti-06.txt
Glodeni,Balatina,4811,3. 3K - 5K,-30.02%,"3,361",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C8%9Bierea-procesului-de-amalgamare-voluntar%C4%83-2224446.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C8%9Bierea-procesului-de-amalgamare-voluntar%C4%83-2224446.html
Glodeni,Cajba,4816,1. < 1500,-34.94%,944,TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2274999.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2274999.html
Glodeni,Camenca,4817,1. < 1500,-37.00%,"1,190",TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-aprobarea-amalgam%C4%83rii-voluntare-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-camenca-satul-h%C3%AEjdieni-satul-cobani-%C8%99i-satul-cajba-2309370.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-aprobarea-amalgam%C4%83rii-voluntare-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-comuna-camenca-satul-h%C3%AEjdieni-satul-cobani-%C8%99i-satul-cajba-2309370.html
Glodeni,Ciuciulea,4821,2. 1.5K - 3K,-36.46%,"1,957",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-local-ciuciulea-privind-initierea-elaborarii-amalgamarii-voluntare/17827,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-local-ciuciulea-privind-initierea-elaborarii-amalgamarii-voluntare/17827
Glodeni,Cobani,4822,1. < 1500,-36.41%,"1,434",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-de-amalgamare-voluntara-a-satului-cobani-cu-hajdieni-si-camenca/17474,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-de-amalgamare-voluntara-a-satului-cobani-cu-hajdieni-si-camenca/17474
Glodeni,Cuhnești,4823,2. 1.5K - 3K,-32.52%,"1,778",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-examinarea-propunerii-de-inițiere-a-procesului-de-amalgamare-voluntară-înaintată-de-consiliul-comunal-balatina-2279032.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-examinarea-propunerii-de-inițiere-a-procesului-de-amalgamare-voluntară-înaintată-de-consiliul-comunal-balatina-2279032.html
Glodeni,Danu,4827,2. 1.5K - 3K,-35.99%,"1,907",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliul-comunal-danu-cu-privire-la-amalgamarea-voluntara-a-uat-danu-cu-uat-glo/18094,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliul-comunal-danu-cu-privire-la-amalgamarea-voluntara-a-uat-danu-cu-uat-glo/18094
Glodeni,Dușmani,4830,1. < 1500,-31.45%,"1,199",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-organizarea-consultărilor-publice-a-proiectului-de-decizie-privind-amalgamarea-voluntară-a-unităţilor-administrativ-teritoriale-2301702.html,3. Draft Consultation,https://actelocale.gov.md/ral/act/cu-privire-la-organizarea-consultărilor-publice-a-proiectului-de-decizie-privind-amalgamarea-voluntară-a-unităţilor-administrativ-teritoriale-2301702.html
Glodeni,Fundurii Noi,4831,1. < 1500,-25.00%,498,TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2287585.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2287585.html
Glodeni,Fundurii Vechi,4832,2. 1.5K - 3K,-35.67%,"1,778",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2288103.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2288103.html
Glodeni,Glodeni,4801,4. 5K - 10K,-16.04%,"7,284",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-decizie-a-consiliului-orasenesc-glodeni-cu-privire-la-amalgamarea-voluntara-a-orasului-gl/17892,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-decizie-a-consiliului-orasenesc-glodeni-cu-privire-la-amalgamarea-voluntara-a-orasului-gl/17892
Glodeni,Hîjdieni,4833,2. 1.5K - 3K,-28.31%,"2,368",TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-satul-hîjdieni-satul-cobani-comuna-camenca-și-satul-cajba-2291969.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntară-a-unităților-administrativ-teritoriale-satul-hîjdieni-satul-cobani-comuna-camenca-și-satul-cajba-2291969.html
Glodeni,Iabloana,4834,2. 1.5K - 3K,-30.18%,"1,580",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-comunal-iabloana-cu-privire-la-initierea-procesului-de-amalgamare-vol/17246,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-comunal-iabloana-cu-privire-la-initierea-procesului-de-amalgamare-vol/17246
Glodeni,Limbenii Noi,4836,1. < 1500,-30.61%,"1,079",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-uat-limbenii-noi-limbenii-vechi-si-ustia/18013,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-de-decizie-privind-amalgamarea-voluntara-a-uat-limbenii-noi-limbenii-vechi-si-ustia/18013
Glodeni,Limbenii Vechi,4837,1. < 1500,-32.58%,"1,107",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/privind-initierea-elaborarii-proiectului-de-decizie-privind-amalgamarea-voluntara-a-uat-limbenii-ve/17252,3. Draft Consultation,https://particip.gov.md/ro/document/stages/privind-initierea-elaborarii-proiectului-de-decizie-privind-amalgamarea-voluntara-a-uat-limbenii-ve/17252
Glodeni,Petrunea,4838,1. < 1500,-39.26%,"1,224",TRUE,FALSE,FALSE,FALSE,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-satesc-petrunea-cu-privire-la-procesului-de-amalgamare-voluntara-a-sa/17884,3. Draft Consultation,https://particip.gov.md/ro/document/stages/proiectul-deciziei-consiliului-satesc-petrunea-cu-privire-la-procesului-de-amalgamare-voluntara-a-sa/17884
Glodeni,Sturzovca,4840,2. 1.5K - 3K,-28.62%,"2,968",TRUE,FALSE,FALSE,FALSE,,,0. Unclear or Not Initiated,0. Not Checked
Glodeni,Ustia,4841,1. < 1500,-33.49%,"1,104",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-completarea-deciziei-nr26-din-05032026-cu-privire-la-iniţierea-procesului-de-amalgamare-voluntară-2289985.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-completarea-deciziei-nr26-din-05032026-cu-privire-la-iniţierea-procesului-de-amalgamare-voluntară-2289985.html
Glodeni,Viișoara,4842,1. < 1500,-39.43%,"1,069",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-propunerea-examinării-a-unui-nou-format-a-compenenței-procesului-de-amalgamare-voluntară-2243391.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-propunerea-examinării-a-unui-nou-format-a-compenenței-procesului-de-amalgamare-voluntară-2243391.html
Hîncești,Bălceana,5310,1. < 1500,-40.20%,955,TRUE,Hîncești-05,https://democracy.md/sase-localitati-din-hancesti-se-unesc-intr-o-primarie-mai-mare-investitii-de-41-milioane-de-lei/,5. Adopted,5. Adopted,,5. Adopted,https://democracy.md/sase-localitati-din-hancesti-se-unesc-intr-o-primarie-mai-mare-investitii-de-41-milioane-de-lei/
Hîncești,Bobeica,5311,2. 1.5K - 3K,-39.45%,"1,553",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-iniţierea-procesului-de-amalgamare-voluntară-2229379.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-iniţierea-procesului-de-amalgamare-voluntară-2229379.html
Hîncești,Boghiceni,5314,2. 1.5K - 3K,-34.89%,"1,530",TRUE,Hîncești-05,https://democracy.md/sase-localitati-din-hancesti-se-unesc-intr-o-primarie-mai-mare-investitii-de-41-milioane-de-lei/,5. Adopted,5. Adopted,,5. Adopted,https://democracy.md/sase-localitati-din-hancesti-se-unesc-intr-o-primarie-mai-mare-investitii-de-41-milioane-de-lei/
Hîncești,Bozieni,5315,2. 1.5K - 3K,-35.20%,"1,559",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C8%9Bierea-procesului-de-amalgamare-voluntar%C4%83-2192925.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C8%9Bierea-procesului-de-amalgamare-voluntar%C4%83-2192925.html
Hîncești,Bujor,5317,2. 1.5K - 3K,-42.43%,"2,045",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C5%A3ierea-procesului-de-amalgamare-voluntar%C4%83-2219380.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-ini%C5%A3ierea-procesului-de-amalgamare-voluntar%C4%83-2219380.html
Hîncești,Buţeni,5318,2. 1.5K - 3K,-36.83%,"2,147",TRUE,Hîncești-10,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-10.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-bu%C8%9Beni-%C8%99i-fundul-galbenei-2305176.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-10.txt
Hîncești,Călmățui,5320,1. < 1500,-34.66%,"1,048",TRUE,Hîncești-02,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-02.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83a-uat-c%C4%83lm%C4%83%C8%9Bui-uat-leu%C8%99eni-uat-cotul-morii-uat-nem%C8%9Beni-uat-cioara-uat-dancu-uat-pog%C4%83ne%C8%99ti-2309097.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-02.txt
Hîncești,Caracui,5319,1. < 1500,-42.06%,"1,342",TRUE,Hîncești-03,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-03.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-caracui-%C5%9Fi-comuna-s%C4%83rata-galben%C4%83-2303997.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-03.txt
Hîncești,Cărpineni,5324,4. 5K - 10K,-33.41%,"5,566",TRUE,Hîncești-07,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-07.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritorialec%C4%83rpineni-negrea-%C8%99i-sofia-2306185.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-07.txt
Hîncești,Cățeleni,6023,1. < 1500,-44.49%,705,TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2245991.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2245991.html
Hîncești,Cioara,5326,1. < 1500,-31.33%,"1,475",TRUE,Hîncești-02,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-02.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-leu%C8%99eni-cotul-morii-nem%C8%9Beni-c%C4%83lm%C4%83%C8%9Bui-dancu-cioara-pog%C4%83ne%C8%99ti-2306183.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-02.txt
Hîncești,Ciuciuleni,6026,2. 1.5K - 3K,-43.06%,"2,487",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2236794.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2236794.html
Hîncești,Cotul Morii,5327,1. < 1500,-26.26%,"1,196",TRUE,Hîncești-02,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-02.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-leu%C8%99eni-cotul-morii-nem%C8%9Beni-c%C4%83lm%C4%83%C8%9Bui-dancu-cioara-pog%C4%83ne%C8%99ti-2303356.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-02.txt
Hîncești,Crasnoarmeiscoe,5328,2. 1.5K - 3K,-31.38%,"2,747",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițiereaprocesului-de-amalgamare-voluntară-2264356.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițiereaprocesului-de-amalgamare-voluntară-2264356.html
Hîncești,Dancu,5330,1. < 1500,-28.69%,860,TRUE,Hîncești-02,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-02.txt,5. Adopted,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Bilor-administrativ-teritoriale-dancu-c%C4%83lm%C4%83%C8%9Buileu%C8%99eni-cotul-morii-nem%C8%9Beni-cioara-%C8%99i-pog%C4%83ne%C8%99ti-din-rlh%C3%AEnce%C8%99ti-2303956.html,5. Adopted,https://raw.githubusercontent.com/frank0051/Moldova-Primarii-Puternice-Dashboard/refs/heads/main/Other%20Sources/Hincesti-02.txt
Hîncești,Drăgușenii Noi,6031,1. < 1500,-31.90%,"1,270",TRUE,FALSE,FALSE,FALSE,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2241903.html,1. Initiated,https://actelocale.gov.md/ral/act/cu-privire-la-inițierea-procesului-de-amalgamare-voluntară-2241903.html
Hîncești,Fîrlădeni,5331,1. < 1500,-42.16%,535,TRUE,FALSE,FALSE,FALSE,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Biloradministrativ-teritoriale-hincesti-firladeni-ivanovca-noua-mereseni-2304089.html,5. Adopted,https://actelocale.gov.md/ral/act/cu-privire-la-amalgamarea-voluntar%C4%83-a-unit%C4%83%C8%9Biloradministrativ-teritoriale-hincesti-firladeni-ivanovca-noua-mereseni-2304089.html
